EGID,BFS_NR,GDEHISTID,BFS_GEMEINDE,ESID,STRNAMK1_HPT,STRNAMK1,DEINR,DEINR_ZUS_HPT,GBEZ,PLZ,PLZZ,PLZNAME,EGRID,PRZNUMMER,GBPER_CODE,LTYP,LTYP_TXT,GEBNR,E_COORD,N_COORD,EDID,EGAID,DOFFADR,DKODE,DKODN,GSTAT,GSTAT_TXT,GKAT,GKAT_TXT,GKLAS,GKLAS_TXT,GBAUJ,GBAUM,GBAUP,GBAUP_TXT,GABBJ,GAREA,GVOL,GVOLNORM,GVOLNORM_TXT,GTERRA,GASTW,GANZWHG,GAZZI,GSCHUTZR,GEBF,GENH1,GENH1_TXT,GWAERSH1,GWAERSH1_TXT,GWAERZH1,GWAERZH1_TXT,GWAERDATH1,GENH2,GENH2_TXT,GWAERSH2,GWAERSH2_TXT,GWAERZH2,GWAERZH2_TXT,GWAERDATH2,GENW1,GENW1_TXT,GWAERSW1,GWAERSW1_TXT,GWAERZW1,GWAERZW1_TXT,GWAERDATW1,GENW2,GENW2_TXT,GWAERSW2,GWAERSW2_TXT,GWAERZW2,GWAERZW2_TXT,GWAERDATW2,KOORD_ORIGIN,DAT_VERARB
208349,1061.0,15600.0,Luzern,10014627.0,Bennenegg,Bennenegg,22,,,6014,0,Luzern,CH627014503552,1403.0,210.0,,,210.1007,2662131.385,1211168.532,0,100216487.0,1.0,2662128.701,1211173.249,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1972.0,,8015.0,1971-1980,,203.0,,,,0.0,5.0,8.0,,1.0,,7511.0,Erdwärmesonde,864.0,Kantonale Daten/Gebäudeprogramm,7410.0,Wärmepumpe für ein Geb.,2024-06-04 00:00:00+00:00,,,,,,,,7511.0,Erdwärmesonde,864.0,Kantonale Daten/Gebäudeprogramm,7610.0,Wärmepumpe,2024-06-04 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208350,1061.0,15600.0,Luzern,10014627.0,Bennenegg,Bennenegg,24,,,6014,0,Luzern,CH627014503552,1403.0,210.0,,,210.1008,2662116.753,1211157.975,0,100216488.0,1.0,2662114.365,1211162.915,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1972.0,,8015.0,1971-1980,,214.0,,,,0.0,5.0,8.0,,1.0,,7511.0,Erdwärmesonde,864.0,Kantonale Daten/Gebäudeprogramm,7411.0,Wärmepumpe für mehr. Geb.,2024-06-04 00:00:00+00:00,,,,,,,,7511.0,Erdwärmesonde,864.0,Kantonale Daten/Gebäudeprogramm,7610.0,Wärmepumpe,2024-06-04 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208351,1061.0,15600.0,Luzern,10014627.0,Bennenegg,Bennenegg,26,,,6014,0,Luzern,CH627014503552,1403.0,210.0,,,210.1009,2662097.873,1211130.755,0,100216489.0,1.0,2662103.008,1211132.893,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1972.0,,8015.0,1971-1980,,209.0,,,,0.0,5.0,8.0,,1.0,,7511.0,Erdwärmesonde,864.0,Kantonale Daten/Gebäudeprogramm,7411.0,Wärmepumpe für mehr. Geb.,2024-06-04 00:00:00+00:00,,,,,,,,7511.0,Erdwärmesonde,864.0,Kantonale Daten/Gebäudeprogramm,7610.0,Wärmepumpe,2024-06-04 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208352,1061.0,15600.0,Luzern,10014627.0,Bennenegg,Bennenegg,28,,,6014,0,Luzern,CH627014503552,1403.0,210.0,,,210.1010,2662108.668,1211116.265,0,100216490.0,1.0,2662113.538,1211118.76,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1972.0,,8015.0,1971-1980,,208.0,,,,0.0,5.0,8.0,,1.0,,7511.0,Erdwärmesonde,864.0,Kantonale Daten/Gebäudeprogramm,7410.0,Wärmepumpe für ein Geb.,2024-06-04 00:00:00+00:00,,,,,,,,7511.0,Erdwärmesonde,864.0,Kantonale Daten/Gebäudeprogramm,7610.0,Wärmepumpe,2024-06-04 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208353,1061.0,15600.0,Luzern,10014627.0,Bennenegg,Bennenegg,30,,,6014,0,Luzern,CH627014503552,1403.0,210.0,,,210.1011,2662065.856,1211121.337,0,100216491.0,1.0,2662061.807,1211125.074,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1972.0,,8015.0,1971-1980,,208.0,,,,0.0,5.0,8.0,,1.0,,7530.0,Heizöl,864.0,Kantonale Daten/Gebäudeprogramm,7435.0,Heizkessel konde. für mehr. Geb.,2018-11-08 00:00:00+00:00,,,,,,,,7530.0,Heizöl,864.0,Kantonale Daten/Gebäudeprogramm,7630.0,Heizkessel (generisch),2018-11-08 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208354,1061.0,15600.0,Luzern,10014627.0,Bennenegg,Bennenegg,32,,,6014,0,Luzern,CH627014503552,1403.0,210.0,,,210.1012,2662051.229,1211110.75,0,100216492.0,1.0,2662047.914,1211115.025,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1971.0,,8015.0,1971-1980,,209.0,,,,0.0,5.0,8.0,,1.0,,7530.0,Heizöl,864.0,Kantonale Daten/Gebäudeprogramm,7435.0,Heizkessel konde. für mehr. Geb.,2024-06-04 00:00:00+00:00,,,,,,,,7530.0,Heizöl,864.0,Kantonale Daten/Gebäudeprogramm,7630.0,Heizkessel (generisch),2024-06-04 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208356,1061.0,15600.0,Luzern,10014634.0,Löwengrube,Löwengrube,12,,,6014,0,Luzern,CH451350703562,1291.0,210.0,,,210.879,2662162.969,1211081.655,0,100216494.0,1.0,2662169.113,1211082.618,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1975.0,,8015.0,1971-1980,,575.0,,,,0.0,6.0,34.0,30.0,1.0,2545.0,7580.0,Fernwärme (generisch),869.0,Gemäss Baubewilligung,7460.0,Wärmetauscher für ein Geb.,2025-04-03 00:00:00+00:00,7500.0,Keine,869.0,Gemäss Baubewilligung,7400.0,Kein Wärmeerzeuger,2025-04-03 00:00:00+00:00,7580.0,Fernwärme (generisch),869.0,Gemäss Baubewilligung,7660.0,Wärmetauscher,2025-04-03 00:00:00+00:00,7500.0,Keine,869.0,Gemäss Baubewilligung,7600.0,Kein Wärmeerzeuger,2025-04-03 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208357,1061.0,15600.0,Luzern,10014634.0,Löwengrube,Löwengrube,10,,,6014,0,Luzern,CH443550701356,1290.0,210.0,,,210.878,2662190.188,1211114.171,0,100216495.0,1.0,2662183.828,1211115.804,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1975.0,,8015.0,1971-1980,,395.0,,,,0.0,7.0,26.0,24.0,,2060.0,7580.0,Fernwärme (generisch),869.0,Gemäss Baubewilligung,7460.0,Wärmetauscher für ein Geb.,2025-04-03 00:00:00+00:00,7500.0,Keine,869.0,Gemäss Baubewilligung,7400.0,Kein Wärmeerzeuger,2025-04-03 00:00:00+00:00,7580.0,Fernwärme (generisch),869.0,Gemäss Baubewilligung,7660.0,Wärmetauscher,2025-04-03 00:00:00+00:00,7500.0,Keine,869.0,Gemäss Baubewilligung,7600.0,Kein Wärmeerzeuger,2025-04-03 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208362,1061.0,15600.0,Luzern,10014634.0,Löwengrube,Löwengrube,4,,,6014,0,Luzern,CH707035135087,1218.0,210.0,,,210.817,2662225.845,1211190.883,0,100216500.0,1.0,2662229.096,1211193.458,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1975.0,,8015.0,1971-1980,,173.0,,,,0.0,4.0,8.0,,,,7520.0,Gas,869.0,Gemäss Baubewilligung,7431.0,Heizkessel (gen.) für mehr. Geb.,2017-04-03 00:00:00+00:00,,,,,,,,7520.0,Gas,869.0,Gemäss Baubewilligung,7630.0,Heizkessel (generisch),2017-04-03 00:00:00+00:00,,,,,,,,Gebäude,2026-08-11 00:00:00+00:00
208383,1061.0,15600.0,Luzern,10014627.0,Bennenegg,Bennenegg,14,,,6014,0,Luzern,CH573570275079,1670.0,210.0,,,210.893,2662218.253,1211265.692,0,100216318.0,1.0,2662220.464,1211268.67,1004,bestehend,1020.0,Mit Wohnnutzung,1110.0,Gebäude mit 1 Wohnung,1975.0,,8015.0,1971-1980,,74.0,,,,0.0,3.0,1.0,,,,7520.0,Gas,870.0,Gemäss Versorgungswerk,7430.0,Heizkessel (gene.) für ein Geb.,2024-06-04 00:00:00+00:00,,,,,,,,7520.0,Gas,855.0,Gemäss Feuerungskontrolle,7630.0,Heizkessel (generisch),2024-06-04 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208384,1061.0,15600.0,Luzern,10014627.0,Bennenegg,Bennenegg,14,,,6014,0,Luzern,CH367050351556,1473.0,210.0,,,210.894,2662213.219,1211273.296,0,100216319.0,1.0,2662216.034,1211273.512,1004,bestehend,1020.0,Mit Wohnnutzung,1110.0,Gebäude mit 1 Wohnung,1975.0,,8015.0,1971-1980,,89.0,,,,0.0,3.0,1.0,,1.0,,7520.0,Gas,870.0,Gemäss Versorgungswerk,7430.0,Heizkessel (gene.) für ein Geb.,2024-06-04 00:00:00+00:00,,,,,,,,7520.0,Gas,855.0,Gemäss Feuerungskontrolle,7630.0,Heizkessel (generisch),2024-06-04 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208394,1061.0,15600.0,Luzern,10085055.0,Gasshofstrasse,Gasshofstr.,1,,,6014,0,Luzern,CH443550701950,889.0,210.0,,,210.604,2662321.961,1211420.076,0,100216327.0,1.0,2662325.797,1211420.94,1004,bestehend,1030.0,Wohngebäude m. Nebennutzung,1110.0,Gebäude mit 1 Wohnung,1975.0,,8015.0,1971-1980,,323.0,,,,0.0,3.0,1.0,,,,7520.0,Gas,869.0,Gemäss Baubewilligung,7430.0,Heizkessel (gene.) für ein Geb.,2017-03-13 00:00:00+00:00,7500.0,Keine,869.0,Gemäss Baubewilligung,7400.0,Kein Wärmeerzeuger,2017-03-13 00:00:00+00:00,7520.0,Gas,869.0,Gemäss Baubewilligung,7630.0,Heizkessel (generisch),2017-03-13 00:00:00+00:00,7500.0,Keine,869.0,Gemäss Baubewilligung,7600.0,Kein Wärmeerzeuger,2017-03-13 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208398,1061.0,15600.0,Luzern,10074170.0,Fanghöfli,Fanghöfli,4,,,6014,0,Luzern,CH443550701653,1574.0,210.0,,,210.1140,2662508.246,1211279.243,0,100216331.0,1.0,2662501.477,1211270.949,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1978.0,,8015.0,1971-1980,,446.0,,,,0.0,10.0,30.0,15.0,1.0,,7530.0,Heizöl,860.0,Gemäss Volkszählung 2000,7431.0,Heizkessel (gen.) für mehr. Geb.,2001-11-29 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7400.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,7530.0,Heizöl,860.0,Gemäss Volkszählung 2000,7630.0,Heizkessel (generisch),2001-11-29 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208399,1061.0,15600.0,Luzern,10074170.0,Fanghöfli,Fanghöfli,10,,,6014,0,Luzern,CH613516507055,1592.0,210.0,,,210.1207,2662458.354,1211294.069,0,100216332.0,1.0,2662463.185,1211279.16,1004,bestehend,1030.0,Wohngebäude m. Nebennutzung,1122.0,Gebäude mit 3+ Whgen,1971.0,,8015.0,1971-1980,,677.0,,,,0.0,10.0,30.0,,,,7530.0,Heizöl,860.0,Gemäss Volkszählung 2000,7431.0,Heizkessel (gen.) für mehr. Geb.,2001-11-29 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7400.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,7530.0,Heizöl,860.0,Gemäss Volkszählung 2000,7630.0,Heizkessel (generisch),2001-11-29 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208406,1061.0,15600.0,Luzern,10085053.0,Cheerstrasse,Cheerstr.,3,,Mehrfamilienhaus,6014,0,Luzern,CH807035045080,327.0,210.0,,,210.239,2662290.143,1211549.323,0,100216339.0,1.0,2662296.658,1211541.321,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1999.0,,8019.0,1996-2000,,479.0,,,,0.0,4.0,11.0,,1.0,1605.0,7580.0,Fernwärme (generisch),864.0,Kantonale Daten/Gebäudeprogramm,7460.0,Wärmetauscher für ein Geb.,2023-12-31 00:00:00+00:00,,,,,,,,7520.0,Gas,855.0,Gemäss Feuerungskontrolle,7630.0,Heizkessel (generisch),2019-07-02 00:00:00+00:00,,,,,,,,Gebäude,2026-08-11 00:00:00+00:00
208411,1061.0,15600.0,Luzern,10085056.0,Grubenstrasse,Grubenstr.,7,,,6014,0,Luzern,CH613503507075,306.0,210.0,,,210.246,2662509.135,1211452.51,0,100216342.0,1.0,2662513.547,1211454.78,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,2000.0,,8019.0,1996-2000,,396.0,,,,0.0,4.0,8.0,,1.0,,7520.0,Gas,870.0,Gemäss Versorgungswerk,7430.0,Heizkessel (gene.) für ein Geb.,2024-06-04 00:00:00+00:00,,,,,,,,7520.0,Gas,855.0,Gemäss Feuerungskontrolle,7630.0,Heizkessel (generisch),2024-06-04 00:00:00+00:00,7540.0,Holz (generisch),860.0,Gemäss Volkszählung 2000,7630.0,Heizkessel (generisch),2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208412,1061.0,15600.0,Luzern,10014635.0,Matthöhering,Matthöhering,38,,,6014,0,Luzern,CH851050703507,934.0,210.0,,,210.1248,2662599.797,1211435.972,0,100216343.0,1.0,2662601.246,1211439.475,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1978.0,,8015.0,1971-1980,,365.0,,,,0.0,2.0,3.0,,1.0,,7520.0,Gas,869.0,Gemäss Baubewilligung,7430.0,Heizkessel (gene.) für ein Geb.,2017-04-07 00:00:00+00:00,7500.0,Keine,869.0,Gemäss Baubewilligung,7400.0,Kein Wärmeerzeuger,2017-04-07 00:00:00+00:00,7520.0,Gas,869.0,Gemäss Baubewilligung,7630.0,Heizkessel (generisch),2017-04-07 00:00:00+00:00,7500.0,Keine,869.0,Gemäss Baubewilligung,7600.0,Kein Wärmeerzeuger,2017-04-07 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208430,1061.0,15600.0,Luzern,10014641.0,Ritterstrasse,Ritterstr.,9,,,6014,0,Luzern,CH527017503559,684.0,210.0,,,210.1134,2662432.778,1211544.205,0,100217089.0,1.0,2662440.062,1211548.785,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1977.0,,8015.0,1971-1980,,300.0,,,,0.0,4.0,9.0,,1.0,955.0,7580.0,Fernwärme (generisch),870.0,Gemäss Versorgungswerk,7460.0,Wärmetauscher für ein Geb.,2024-06-04 00:00:00+00:00,,,,,,,,7580.0,Fernwärme (generisch),870.0,Gemäss Versorgungswerk,7660.0,Wärmetauscher,2024-06-04 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208437,1061.0,15600.0,Luzern,10014641.0,Ritterstrasse,Ritterstr.,17,,,6014,0,Luzern,CH551650703544,1585.0,210.0,,,210.1203,2662503.047,1211617.931,0,100217730.0,1.0,2662505.256,1211615.095,1004,bestehend,1020.0,Mit Wohnnutzung,1110.0,Gebäude mit 1 Wohnung,1975.0,,8015.0,1971-1980,,99.0,,,,0.0,2.0,1.0,,,,7501.0,Luft,869.0,Gemäss Baubewilligung,7410.0,Wärmepumpe für ein Geb.,2025-12-18 00:00:00+00:00,7500.0,Keine,869.0,Gemäss Baubewilligung,7400.0,Kein Wärmeerzeuger,2025-12-18 00:00:00+00:00,7501.0,Luft,869.0,Gemäss Baubewilligung,7610.0,Wärmepumpe,2025-11-18 00:00:00+00:00,7500.0,Keine,869.0,Gemäss Baubewilligung,7600.0,Kein Wärmeerzeuger,2025-12-18 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208473,1061.0,15600.0,Luzern,10085059.0,Oberbergstrasse,Oberbergstr.,1,,,6014,0,Luzern,CH451050703546,986.0,210.0,,,210.1227,2662761.165,1211444.636,0,100217766.0,1.0,2662759.96,1211449.75,1004,bestehend,1020.0,Mit Wohnnutzung,1110.0,Gebäude mit 1 Wohnung,1978.0,,8015.0,1971-1980,,131.0,,,,0.0,2.0,1.0,,,,7530.0,Heizöl,860.0,Gemäss Volkszählung 2000,7430.0,Heizkessel (gene.) für ein Geb.,2001-11-29 00:00:00+00:00,,,,,,,,7530.0,Heizöl,860.0,Gemäss Volkszählung 2000,7630.0,Heizkessel (generisch),2001-11-29 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208519,1061.0,15600.0,Luzern,10014641.0,Ritterstrasse,Ritterstr.,57,,,6014,0,Luzern,CH513516507089,1581.0,210.0,,,210.594,2662792.702,1211783.689,0,100213902.0,1.0,2662798.359,1211783.75,1004,bestehend,1020.0,Mit Wohnnutzung,1110.0,Gebäude mit 1 Wohnung,1976.0,12.0,8015.0,1971-1980,,127.0,,,,0.0,2.0,1.0,,,,7570.0,Sonne (thermisch),860.0,Gemäss Volkszählung 2000,7420.0,Thermische Solaranlage für ein Geb.,2001-11-29 00:00:00+00:00,,,,,,,,7570.0,Sonne (thermisch),860.0,Gemäss Volkszählung 2000,7620.0,Thermische Solaranlage,2001-11-29 00:00:00+00:00,,,,,,,,Gebäude,2026-08-11 00:00:00+00:00
208523,1061.0,15600.0,Luzern,10014641.0,Ritterstrasse,Ritterstr.,61,,,6014,0,Luzern,CH867050351283,1133.0,210.0,,,210.1031,2662874.588,1211823.935,0,100213906.0,1.0,2662877.228,1211821.347,1004,bestehend,1020.0,Mit Wohnnutzung,1110.0,Gebäude mit 1 Wohnung,1975.0,,8015.0,1971-1980,,116.0,,,,0.0,2.0,1.0,,1.0,,7530.0,Heizöl,860.0,Gemäss Volkszählung 2000,7430.0,Heizkessel (gene.) für ein Geb.,2001-11-29 00:00:00+00:00,,,,,,,,7530.0,Heizöl,860.0,Gemäss Volkszählung 2000,7630.0,Heizkessel (generisch),2001-11-29 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208524,1061.0,15600.0,Luzern,10014650.0,Zimmeregg,Zimmeregg,1,,,6014,0,Luzern,CH613513507082,1309.0,210.0,,,210.1088,2662836.816,1211661.122,0,100213907.0,1.0,2662832.451,1211660.813,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1975.0,,8015.0,1971-1980,,251.0,,,,0.0,6.0,12.0,,1.0,,7580.0,Fernwärme (generisch),870.0,Gemäss Versorgungswerk,7460.0,Wärmetauscher für ein Geb.,2024-06-04 00:00:00+00:00,,,,,,,,7570.0,Sonne (thermisch),860.0,Gemäss Volkszählung 2000,7620.0,Thermische Solaranlage,2001-11-29 00:00:00+00:00,,,,,,,,Gebäude,2026-08-11 00:00:00+00:00
208525,1061.0,15600.0,Luzern,10014650.0,Zimmeregg,Zimmeregg,3,,,6014,0,Luzern,CH613513507082,1309.0,210.0,,,210.1089,2662833.553,1211680.116,0,100213908.0,1.0,2662829.417,1211678.088,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1975.0,,8015.0,1971-1980,,210.0,,,,0.0,6.0,10.0,,1.0,,7520.0,Gas,869.0,Gemäss Baubewilligung,7430.0,Heizkessel (gene.) für ein Geb.,2017-06-19 00:00:00+00:00,,,,,,,,7570.0,Sonne (thermisch),860.0,Gemäss Volkszählung 2000,7620.0,Thermische Solaranlage,2001-11-29 00:00:00+00:00,,,,,,,,Gebäude,2026-08-11 00:00:00+00:00
208526,1061.0,15600.0,Luzern,10014650.0,Zimmeregg,Zimmeregg,5,,,6014,0,Luzern,CH613513507082,1309.0,210.0,,,210.1090,2662830.511,1211697.424,0,100213909.0,1.0,2662826.432,1211695.02,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1975.0,,8015.0,1971-1980,,208.0,,,,0.0,6.0,10.0,,1.0,,7520.0,Gas,869.0,Gemäss Baubewilligung,7430.0,Heizkessel (gene.) für ein Geb.,2017-06-19 00:00:00+00:00,,,,,,,,7570.0,Sonne (thermisch),860.0,Gemäss Volkszählung 2000,7620.0,Thermische Solaranlage,2001-11-29 00:00:00+00:00,,,,,,,,Gebäude,2026-08-11 00:00:00+00:00
208528,1061.0,15600.0,Luzern,10014650.0,Zimmeregg,Zimmeregg,7,,,6014,0,Luzern,CH681350357015,1306.0,210.0,,,210.970,2662874.442,1211721.537,0,100213910.0,1.0,2662881.421,1211715.819,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1975.0,,8015.0,1971-1980,,310.0,,,,0.0,12.0,31.0,,1.0,,7520.0,Gas,855.0,Gemäss Feuerungskontrolle,7430.0,Heizkessel (gene.) für ein Geb.,2019-05-07 00:00:00+00:00,,,,,,,,7520.0,Gas,869.0,Gemäss Baubewilligung,7630.0,Heizkessel (generisch),2017-06-19 00:00:00+00:00,,,,,,,,Gebäude,2026-08-11 00:00:00+00:00
208529,1061.0,15600.0,Luzern,10014650.0,Zimmeregg,Zimmeregg,9,,,6014,0,Luzern,CH673570135087,1305.0,210.0,,,210.866,2662928.72,1211706.231,0,100213911.0,1.0,2662934.927,1211700.403,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1975.0,,8015.0,1971-1980,,294.0,,,,0.0,11.0,25.0,,1.0,,7580.0,Fernwärme (generisch),870.0,Gemäss Versorgungswerk,7460.0,Wärmetauscher für ein Geb.,2024-06-04 00:00:00+00:00,,,,,,,,7580.0,Fernwärme (generisch),870.0,Gemäss Versorgungswerk,7660.0,Wärmetauscher,2024-06-04 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208539,1061.0,15600.0,Luzern,10014650.0,Zimmeregg,Zimmeregg,2,,,6014,0,Luzern,CH695070133520,1307.0,210.0,,,210.1073,2662857.367,1211586.679,0,100213921.0,1.0,2662857.742,1211590.9,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1980.0,,8015.0,1971-1980,,349.0,,,,0.0,7.0,18.0,,1.0,,7580.0,Fernwärme (generisch),870.0,Gemäss Versorgungswerk,7460.0,Wärmetauscher für ein Geb.,2024-06-04 00:00:00+00:00,,,,,,,,7580.0,Fernwärme (generisch),870.0,Gemäss Versorgungswerk,7660.0,Wärmetauscher,2024-06-04 00:00:00+00:00,,,,,,,,Gebäude,2026-08-11 00:00:00+00:00
208540,1061.0,15600.0,Luzern,10014650.0,Zimmeregg,Zimmeregg,4,,,6014,0,Luzern,CH695070133520,1307.0,210.0,,,210.1509,2662883.761,1211582.157,0,100213922.0,1.0,2662880.407,1211587.152,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1980.0,,8015.0,1971-1980,,229.0,,,,0.0,7.0,11.0,,1.0,,7520.0,Gas,869.0,Gemäss Baubewilligung,7430.0,Heizkessel (gene.) für ein Geb.,2017-06-19 00:00:00+00:00,,,,,,,,7520.0,Gas,869.0,Gemäss Baubewilligung,7630.0,Heizkessel (generisch),2017-06-19 00:00:00+00:00,,,,,,,,Gebäude,2026-08-11 00:00:00+00:00
208543,1061.0,15600.0,Luzern,10014650.0,Zimmeregg,Zimmeregg,12,,,6014,0,Luzern,CH627013503561,1310.0,210.0,,,210.1132,2662917.629,1211614.981,0,100213925.0,1.0,2662915.547,1211614.517,1004,bestehend,1020.0,Mit Wohnnutzung,1122.0,Gebäude mit 3+ Whgen,1975.0,,8015.0,1971-1980,,185.0,,,,0.0,6.0,8.0,,,,7520.0,Gas,860.0,Gemäss Volkszählung 2000,7430.0,Heizkessel (gene.) für ein Geb.,2001-11-29 00:00:00+00:00,,,,,,,,7520.0,Gas,860.0,Gemäss Volkszählung 2000,7630.0,Heizkessel (generisch),2001-11-29 00:00:00+00:00,7500.0,Keine,860.0,Gemäss Volkszählung 2000,7600.0,Kein Wärmeerzeuger,2001-11-29 00:00:00+00:00,Gebäude,2026-08-11 00:00:00+00:00
208544,1061.0,15600.0,Luzern,10014650.0,Zimmeregg,Zimmeregg,14,,,6014,0,Luzern,CH843550702703,1616.0,210.0,,,210.1212,2662939.145,1211657.074,0,100213926.0,1.0,2662939.372,1211663.15,1004,bestehend,1020.0,Mit Wohnnutzung,1110.0,Gebäude mit 1 Wohnung,1975.0,,8015.0,1971-1980,,88.0,,,,0.0,4.0,1.0,,,,7520.0,Gas,855.0,Gemäss Feuerungskontrolle,7430.0,Heizkessel (gene.) für ein Geb.,2020-04-08 00:00:00+00:00,,,,,,,,7520.0,Gas,855.0,Gemäss Feuerungskontrolle,7630.0,Heizkessel (generisch),2020-04-08 00:00:00+00:00,,,,,,,,Gebäude,2026-08-11 00:00:00+00:00
